flight_no,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,aircraft
PG0404,Домодедово,Пулково,2016-11-02 15:05:00+00:00,2016-11-02 16:00:00+00:00,Airbus A321-200
PG0403,Домодедово,Пулково,2016-11-02 07:25:00+00:00,2016-11-02 08:20:00+00:00,Airbus A321-200
PG0402,Домодедово,Пулково,2016-11-02 08:25:00+00:00,2016-11-02 09:20:00+00:00,Airbus A321-200
PG0405,Домодедово,Пулково,2016-09-17 05:35:00+00:00,2016-09-17 06:30:00+00:00,Airbus A321-200
PG0404,Домодедово,Пулково,2016-09-17 15:05:00+00:00,2016-09-17 16:00:00+00:00,Airbus A321-200
PG0403,Домодедово,Пулково,2016-09-17 07:25:00+00:00,2016-09-17 08:20:00+00:00,Airbus A321-200
PG0402,Домодедово,Пулково,2016-09-17 08:25:00+00:00,2016-09-17 09:20:00+00:00,Airbus A321-200
PG0402,Домодедово,Пулково,2016-10-03 08:25:00+00:00,2016-10-03 09:20:00+00:00,Airbus A321-200
PG0403,Домодедово,Пулково,2016-10-03 07:25:00+00:00,2016-10-03 08:20:00+00:00,Airbus A321-200
PG0222,Домодедово,Толмачёво,2016-09-15 07:05:00+00:00,2016-09-15 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-03 07:05:00+00:00,2016-11-03 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-05 07:05:00+00:00,2016-10-05 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-06 07:05:00+00:00,2016-11-06 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-11 07:05:00+00:00,2016-10-11 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-30 07:05:00+00:00,2016-09-30 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-16 07:05:00+00:00,2016-09-16 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-02 07:05:00+00:00,2016-11-02 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-11 07:05:00+00:00,2016-11-11 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-10 07:05:00+00:00,2016-11-10 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-17 07:05:00+00:00,2016-09-17 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-25 07:05:00+00:00,2016-10-25 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-09 07:05:00+00:00,2016-11-09 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-20 07:05:00+00:00,2016-09-20 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-26 07:05:00+00:00,2016-09-26 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-15 07:05:00+00:00,2016-10-15 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-22 07:05:00+00:00,2016-10-22 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-12 07:05:00+00:00,2016-11-12 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-31 07:05:00+00:00,2016-10-31 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-01 07:05:00+00:00,2016-11-01 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-25 07:05:00+00:00,2016-09-25 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-19 07:05:00+00:00,2016-09-19 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-18 07:05:00+00:00,2016-10-18 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-03 07:05:00+00:00,2016-10-03 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-23 07:05:00+00:00,2016-10-23 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-20 07:05:00+00:00,2016-10-20 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-08 07:05:00+00:00,2016-10-08 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-23 07:05:00+00:00,2016-09-23 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-29 07:05:00+00:00,2016-09-29 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-26 07:05:00+00:00,2016-10-26 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-01 07:05:00+00:00,2016-10-01 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-06 07:05:00+00:00,2016-10-06 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-13 07:05:00+00:00,2016-09-13 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-18 07:05:00+00:00,2016-09-18 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-21 07:05:00+00:00,2016-09-21 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-07 07:05:00+00:00,2016-11-07 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-13 07:05:00+00:00,2016-10-13 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-27 07:05:00+00:00,2016-09-27 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-17 07:05:00+00:00,2016-10-17 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-19 07:05:00+00:00,2016-10-19 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-29 07:05:00+00:00,2016-10-29 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-02 07:05:00+00:00,2016-10-02 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-28 07:05:00+00:00,2016-10-28 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-14 07:05:00+00:00,2016-09-14 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-10 07:05:00+00:00,2016-10-10 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-21 07:05:00+00:00,2016-10-21 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-08 07:05:00+00:00,2016-11-08 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-09 07:05:00+00:00,2016-10-09 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-27 07:05:00+00:00,2016-10-27 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-16 07:05:00+00:00,2016-10-16 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-22 07:05:00+00:00,2016-09-22 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-04 07:05:00+00:00,2016-11-04 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-12 07:05:00+00:00,2016-10-12 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-04 07:05:00+00:00,2016-10-04 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-11-05 07:05:00+00:00,2016-11-05 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-24 07:05:00+00:00,2016-10-24 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-07 07:05:00+00:00,2016-10-07 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-24 07:05:00+00:00,2016-09-24 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-30 07:05:00+00:00,2016-10-30 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-10-14 07:05:00+00:00,2016-10-14 10:30:00+00:00,Boeing 777-300
PG0222,Домодедово,Толмачёво,2016-09-28 07:05:00+00:00,2016-09-28 10:30:00+00:00,Boeing 777-300
PG0202,Домодедово,Казань,2016-10-10 06:40:00+00:00,2016-10-10 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-23 06:40:00+00:00,2016-09-23 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-24 06:40:00+00:00,2016-09-24 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-07 06:40:00+00:00,2016-11-07 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-19 06:40:00+00:00,2016-10-19 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-18 06:40:00+00:00,2016-10-18 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-25 06:40:00+00:00,2016-09-25 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-11 06:40:00+00:00,2016-10-11 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-08 06:40:00+00:00,2016-11-08 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-22 06:40:00+00:00,2016-09-22 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-06 06:40:00+00:00,2016-11-06 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-26 06:40:00+00:00,2016-09-26 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-26 06:40:00+00:00,2016-10-26 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-25 06:40:00+00:00,2016-10-25 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-21 06:40:00+00:00,2016-09-21 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-27 06:40:00+00:00,2016-09-27 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-17 06:40:00+00:00,2016-10-17 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-05 06:40:00+00:00,2016-11-05 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-28 06:40:00+00:00,2016-09-28 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-09 06:40:00+00:00,2016-11-09 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-20 06:40:00+00:00,2016-09-20 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-20 06:40:00+00:00,2016-10-20 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-29 06:40:00+00:00,2016-09-29 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-16 06:40:00+00:00,2016-10-16 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-04 06:40:00+00:00,2016-11-04 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-13 06:40:00+00:00,2016-09-13 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-30 06:40:00+00:00,2016-09-30 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-19 06:40:00+00:00,2016-09-19 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-27 06:40:00+00:00,2016-10-27 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-01 06:40:00+00:00,2016-10-01 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-10 06:40:00+00:00,2016-11-10 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-03 06:40:00+00:00,2016-11-03 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-15 06:40:00+00:00,2016-10-15 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-02 06:40:00+00:00,2016-10-02 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-18 06:40:00+00:00,2016-09-18 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-21 06:40:00+00:00,2016-10-21 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-03 06:40:00+00:00,2016-10-03 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-02 06:40:00+00:00,2016-11-02 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-17 06:40:00+00:00,2016-09-17 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-23 06:40:00+00:00,2016-10-23 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-04 06:40:00+00:00,2016-10-04 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-29 06:40:00+00:00,2016-10-29 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-24 06:40:00+00:00,2016-10-24 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-14 06:40:00+00:00,2016-10-14 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-11 06:40:00+00:00,2016-11-11 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-05 06:40:00+00:00,2016-10-05 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-16 06:40:00+00:00,2016-09-16 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-28 06:40:00+00:00,2016-10-28 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-01 06:40:00+00:00,2016-11-01 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-06 06:40:00+00:00,2016-10-06 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-13 06:40:00+00:00,2016-10-13 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-07 06:40:00+00:00,2016-10-07 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-15 06:40:00+00:00,2016-09-15 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-22 06:40:00+00:00,2016-10-22 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-11-12 06:40:00+00:00,2016-11-12 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-31 06:40:00+00:00,2016-10-31 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-08 06:40:00+00:00,2016-10-08 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-09-14 06:40:00+00:00,2016-09-14 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-09 06:40:00+00:00,2016-10-09 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-12 06:40:00+00:00,2016-10-12 07:35:00+00:00,Airbus A321-200
PG0202,Домодедово,Казань,2016-10-30 06:40:00+00:00,2016-10-30 07:35:00+00:00,Airbus A321-200
PG0273,Домодедово,Челябинск,2016-11-08 05:50:00+00:00,2016-11-08 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-23 05:50:00+00:00,2016-10-23 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-29 05:50:00+00:00,2016-10-29 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-09-13 05:50:00+00:00,2016-09-13 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-10 05:50:00+00:00,2016-10-10 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-11 05:50:00+00:00,2016-10-11 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-30 05:50:00+00:00,2016-10-30 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-09 05:50:00+00:00,2016-10-09 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-12 05:50:00+00:00,2016-10-12 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-09-14 05:50:00+00:00,2016-09-14 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-08 05:50:00+00:00,2016-10-08 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-22 05:50:00+00:00,2016-10-22 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-11-12 05:50:00+00:00,2016-11-12 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-31 05:50:00+00:00,2016-10-31 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-07 05:50:00+00:00,2016-10-07 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-09-15 05:50:00+00:00,2016-09-15 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-13 05:50:00+00:00,2016-10-13 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-28 05:50:00+00:00,2016-10-28 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-06 05:50:00+00:00,2016-10-06 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-11-01 05:50:00+00:00,2016-11-01 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-09-16 05:50:00+00:00,2016-09-16 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-05 05:50:00+00:00,2016-10-05 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-11-11 05:50:00+00:00,2016-11-11 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-14 05:50:00+00:00,2016-10-14 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-04 05:50:00+00:00,2016-10-04 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-09-17 05:50:00+00:00,2016-09-17 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-21 05:50:00+00:00,2016-10-21 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-11-02 05:50:00+00:00,2016-11-02 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-24 05:50:00+00:00,2016-10-24 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-03 05:50:00+00:00,2016-10-03 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-02 05:50:00+00:00,2016-10-02 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-11-10 05:50:00+00:00,2016-11-10 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-09-18 05:50:00+00:00,2016-09-18 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-15 05:50:00+00:00,2016-10-15 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-10-27 05:50:00+00:00,2016-10-27 07:50:00+00:00,Sukhoi SuperJet-100
PG0273,Домодедово,Челябинск,2016-11-03 05:50:00+00:00,2016-11-03 07:50:00+00:00,Sukhoi SuperJet-100
